"initial_alias","converted_alias","name","description","namespace"
"GO:0045202","ENSMUSG00000027643","Ghrh","growth hormone releasing hormone [Source:MGI Symbol;Acc:MGI:95709]","GO"
"GO:0045202","ENSMUSG00000027646","Src","Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397]","GO"
"GO:0045202","ENSMUSG00000027680","Fxr1","fragile X mental retardation gene 1, autosomal homolog [Source:MGI Symbol;Acc:MGI:104860]","GO"
"GO:0045202","ENSMUSG00000027692","Tnik","TRAF2 and NCK interacting kinase [Source:MGI Symbol;Acc:MGI:1916264]","GO"
"GO:0045202","ENSMUSG00000027695","Pld1","phospholipase D1 [Source:MGI Symbol;Acc:MGI:109585]","GO"
"GO:0045202","ENSMUSG00000027712","Anxa5","annexin A5 [Source:MGI Symbol;Acc:MGI:106008]","GO"
"GO:0045202","ENSMUSG00000027739","Rab33b","RAB33B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1330805]","GO"
"GO:0045202","ENSMUSG00000027750","Postn","periostin, osteoblast specific factor [Source:MGI Symbol;Acc:MGI:1926321]","GO"
"GO:0045202","ENSMUSG00000027765","P2ry1","purinergic receptor P2Y, G-protein coupled 1 [Source:MGI Symbol;Acc:MGI:105049]","GO"
"GO:0045202","ENSMUSG00000027797","Dclk1","doublecortin-like kinase 1 [Source:MGI Symbol;Acc:MGI:1330861]","GO"
"GO:0045202","ENSMUSG00000027799","Nbea","neurobeachin [Source:MGI Symbol;Acc:MGI:1347075]","GO"
"GO:0045202","ENSMUSG00000027805","Pfn2","profilin 2 [Source:MGI Symbol;Acc:MGI:97550]","GO"
"GO:0045202","ENSMUSG00000027820","Mme","membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]","GO"
"GO:0045202","ENSMUSG00000027849","Syt6","synaptotagmin VI [Source:MGI Symbol;Acc:MGI:1859544]","GO"
"GO:0045202","ENSMUSG00000027859","Ngf","nerve growth factor [Source:MGI Symbol;Acc:MGI:97321]","GO"
"GO:0045202","ENSMUSG00000027879","Sec22b","SEC22 homolog B, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:1338759]","GO"
"GO:0045202","ENSMUSG00000027882","Stxbp3","syntaxin binding protein 3 [Source:MGI Symbol;Acc:MGI:107362]","GO"
"GO:0045202","ENSMUSG00000027887","Sypl2","synaptophysin-like 2 [Source:MGI Symbol;Acc:MGI:1328311]","GO"
"GO:0045202","ENSMUSG00000027894","Slc6a17","solute carrier family 6 (neurotransmitter transporter), member 17 [Source:MGI Symbol;Acc:MGI:2442535]","GO"
"GO:0045202","ENSMUSG00000027895","Kcnc4","potassium voltage gated channel, Shaw-related subfamily, member 4 [Source:MGI Symbol;Acc:MGI:96670]","GO"
"GO:0045202","ENSMUSG00000027935","Rab13","RAB13, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1927232]","GO"
"GO:0045202","ENSMUSG00000027950","Chrnb2","cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87891]","GO"
"GO:0045202","ENSMUSG00000027965","Olfm3","olfactomedin 3 [Source:MGI Symbol;Acc:MGI:2387329]","GO"
"GO:0045202","ENSMUSG00000027978","Prss12","protease, serine 12 neurotrypsin (motopsin) [Source:MGI Symbol;Acc:MGI:1100881]","GO"
"GO:0045202","ENSMUSG00000028001","Fga","fibrinogen alpha chain [Source:MGI Symbol;Acc:MGI:1316726]","GO"
"GO:0045202","ENSMUSG00000028005","Gucy1b1","guanylate cyclase 1, soluble, beta 1 [Source:MGI Symbol;Acc:MGI:1860604]","GO"
"GO:0045202","ENSMUSG00000028020","Glrb","glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]","GO"
"GO:0045202","ENSMUSG00000028034","Fubp1","far upstream element (FUSE) binding protein 1 [Source:MGI Symbol;Acc:MGI:1196294]","GO"
"GO:0045202","ENSMUSG00000028051","Hcn3","hyperpolarization-activated, cyclic nucleotide-gated K+ 3 [Source:MGI Symbol;Acc:MGI:1298211]","GO"
"GO:0045202","ENSMUSG00000028059","Arhgef2","rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]","GO"
"GO:0045202","ENSMUSG00000028081","Rps3a1","ribosomal protein S3A1 [Source:MGI Symbol;Acc:MGI:1202063]","GO"
"GO:0045202","ENSMUSG00000028101","Pias3","protein inhibitor of activated STAT 3 [Source:MGI Symbol;Acc:MGI:1913126]","GO"
"GO:0045202","ENSMUSG00000028136","Snx27","sorting nexin family member 27 [Source:MGI Symbol;Acc:MGI:1923992]","GO"
"GO:0045202","ENSMUSG00000028156","Eif4e","eukaryotic translation initiation factor 4E [Source:MGI Symbol;Acc:MGI:95305]","GO"
"GO:0045202","ENSMUSG00000028161","Ppp3ca","protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]","GO"
"GO:0045202","ENSMUSG00000028184","Adgrl2","adhesion G protein-coupled receptor L2 [Source:MGI Symbol;Acc:MGI:2139714]","GO"
"GO:0045202","ENSMUSG00000028222","Calb1","calbindin 1 [Source:MGI Symbol;Acc:MGI:88248]","GO"
"GO:0045202","ENSMUSG00000028234","Rps20","ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]","GO"
"GO:0045202","ENSMUSG00000028248","Pnisr","PNN interacting serine/arginine-rich [Source:MGI Symbol;Acc:MGI:1913875]","GO"
"GO:0045202","ENSMUSG00000028249","Sdcbp","syndecan binding protein [Source:MGI Symbol;Acc:MGI:1337026]","GO"
"GO:0045202","ENSMUSG00000028273","Pdlim5","PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489]","GO"
"GO:0045202","ENSMUSG00000028280","Gabrr1","gamma-aminobutyric acid (GABA) C receptor, subunit rho 1 [Source:MGI Symbol;Acc:MGI:95625]","GO"
"GO:0045202","ENSMUSG00000028284","Map3k7","mitogen-activated protein kinase kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346877]","GO"
"GO:0045202","ENSMUSG00000028289","Epha7","Eph receptor A7 [Source:MGI Symbol;Acc:MGI:95276]","GO"
"GO:0045202","ENSMUSG00000028399","Ptprd","protein tyrosine phosphatase, receptor type, D [Source:MGI Symbol;Acc:MGI:97812]","GO"
"GO:0045202","ENSMUSG00000028402","Mpdz","multiple PDZ domain protein [Source:MGI Symbol;Acc:MGI:1343489]","GO"
"GO:0045202","ENSMUSG00000028452","Vcp","valosin containing protein [Source:MGI Symbol;Acc:MGI:99919]","GO"
"GO:0045202","ENSMUSG00000028456","Unc13b","unc-13 homolog B [Source:MGI Symbol;Acc:MGI:1342278]","GO"
"GO:0045202","ENSMUSG00000028478","Clta","clathrin, light polypeptide (Lca) [Source:MGI Symbol;Acc:MGI:894297]","GO"
"GO:0045202","ENSMUSG00000028488","Sh3gl2","SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]","GO"
"GO:0045202","ENSMUSG00000028519","Dab1","disabled 1 [Source:MGI Symbol;Acc:MGI:108554]","GO"
"GO:0045202","ENSMUSG00000028524","Sgip1","SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1920344]","GO"
"GO:0045202","ENSMUSG00000028525","Pde4b","phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]","GO"
"GO:0045202","ENSMUSG00000028528","Dnajc6","DnaJ heat shock protein family (Hsp40) member C6 [Source:MGI Symbol;Acc:MGI:1919935]","GO"
"GO:0045202","ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:MGI Symbol;Acc:MGI:95760]","GO"
"GO:0045202","ENSMUSG00000028546","Elavl4","ELAV like RNA binding protein 4 [Source:MGI Symbol;Acc:MGI:107427]","GO"
"GO:0045202","ENSMUSG00000028552","Eps15","epidermal growth factor receptor pathway substrate 15 [Source:MGI Symbol;Acc:MGI:104583]","GO"
"GO:0045202","ENSMUSG00000028577","Plaa","phospholipase A2, activating protein [Source:MGI Symbol;Acc:MGI:104810]","GO"
"GO:0045202","ENSMUSG00000028613","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:MGI Symbol;Acc:MGI:1340044]","GO"
"GO:0045202","ENSMUSG00000028645","Slc2a1","solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]","GO"
"GO:0045202","ENSMUSG00000028657","Ppt1","palmitoyl-protein thioesterase 1 [Source:MGI Symbol;Acc:MGI:1298204]","GO"
"GO:0045202","ENSMUSG00000028664","Ephb2","Eph receptor B2 [Source:MGI Symbol;Acc:MGI:99611]","GO"
"GO:0045202","ENSMUSG00000028692","Akr1a1","aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]","GO"
"GO:0045202","ENSMUSG00000028745","Capzb","capping protein (actin filament) muscle Z-line, beta [Source:MGI Symbol;Acc:MGI:104652]","GO"
"GO:0045202","ENSMUSG00000028747","Htr6","5-hydroxytryptamine (serotonin) receptor 6 [Source:MGI Symbol;Acc:MGI:1196627]","GO"
"GO:0045202","ENSMUSG00000028785","Hpca","hippocalcin [Source:MGI Symbol;Acc:MGI:1336200]","GO"
"GO:0045202","ENSMUSG00000028826","Maco1","macoilin 1 [Source:MGI Symbol;Acc:MGI:1913396]","GO"
"GO:0045202","ENSMUSG00000028868","Wasf2","WAS protein family, member 2 [Source:MGI Symbol;Acc:MGI:1098641]","GO"
"GO:0045202","ENSMUSG00000028879","Stx12","syntaxin 12 [Source:MGI Symbol;Acc:MGI:1931027]","GO"
"GO:0045202","ENSMUSG00000028906","Epb41","erythrocyte membrane protein band 4.1 [Source:MGI Symbol;Acc:MGI:95401]","GO"
"GO:0045202","ENSMUSG00000028931","Kcnab2","potassium voltage-gated channel, shaker-related subfamily, beta member 2 [Source:MGI Symbol;Acc:MGI:109239]","GO"
"GO:0045202","ENSMUSG00000028936","Rpl22","ribosomal protein L22 [Source:MGI Symbol;Acc:MGI:99262]","GO"
"GO:0045202","ENSMUSG00000028943","Espn","espin [Source:MGI Symbol;Acc:MGI:1861630]","GO"
"GO:0045202","ENSMUSG00000028945","Rheb","Ras homolog enriched in brain [Source:MGI Symbol;Acc:MGI:97912]","GO"
"GO:0045202","ENSMUSG00000028955","Vamp3","vesicle-associated membrane protein 3 [Source:MGI Symbol;Acc:MGI:1321389]","GO"
"GO:0045202","ENSMUSG00000028958","Tmub1","transmembrane and ubiquitin-like domain containing 1 [Source:MGI Symbol;Acc:MGI:1923764]","GO"
"GO:0045202","ENSMUSG00000028964","Park7","Parkinson disease (autosomal recessive, early onset) 7 [Source:MGI Symbol;Acc:MGI:2135637]","GO"
"GO:0045202","ENSMUSG00000028969","Cdk5","cyclin-dependent kinase 5 [Source:MGI Symbol;Acc:MGI:101765]","GO"
"GO:0045202","ENSMUSG00000028991","Mtor","mechanistic target of rapamycin kinase [Source:MGI Symbol;Acc:MGI:1928394]","GO"
"GO:0045202","ENSMUSG00000029009","Mthfr","methylenetetrahydrofolate reductase [Source:MGI Symbol;Acc:MGI:106639]","GO"
"GO:0045202","ENSMUSG00000029030","Tprgl","transformation related protein 63 regulated like [Source:MGI Symbol;Acc:MGI:1915058]","GO"
"GO:0045202","ENSMUSG00000029053","Prkcz","protein kinase C, zeta [Source:MGI Symbol;Acc:MGI:97602]","GO"
"GO:0045202","ENSMUSG00000029054","Gabrd","gamma-aminobutyric acid (GABA) A receptor, subunit delta [Source:MGI Symbol;Acc:MGI:95622]","GO"
"GO:0045202","ENSMUSG00000029071","Dvl1","dishevelled segment polarity protein 1 [Source:MGI Symbol;Acc:MGI:94941]","GO"
"GO:0045202","ENSMUSG00000029093","Sorcs2","sortilin-related VPS10 domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1932289]","GO"
"GO:0045202","ENSMUSG00000029101","Rgs12","regulator of G-protein signaling 12 [Source:MGI Symbol;Acc:MGI:1918979]","GO"
"GO:0045202","ENSMUSG00000029104","Htt","huntingtin [Source:MGI Symbol;Acc:MGI:96067]","GO"
"GO:0045202","ENSMUSG00000029106","Add1","adducin 1 (alpha) [Source:MGI Symbol;Acc:MGI:87918]","GO"
"GO:0045202","ENSMUSG00000029126","Nsg1","neuron specific gene family member 1 [Source:MGI Symbol;Acc:MGI:109149]","GO"
"GO:0045202","ENSMUSG00000029151","Slc30a3","solute carrier family 30 (zinc transporter), member 3 [Source:MGI Symbol;Acc:MGI:1345280]","GO"
"GO:0045202","ENSMUSG00000029193","Cckar","cholecystokinin A receptor [Source:MGI Symbol;Acc:MGI:99478]","GO"
"GO:0045202","ENSMUSG00000029205","Chrna9","cholinergic receptor, nicotinic, alpha polypeptide 9 [Source:MGI Symbol;Acc:MGI:1202403]","GO"
"GO:0045202","ENSMUSG00000029211","Gabra4","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4 [Source:MGI Symbol;Acc:MGI:95616]","GO"
"GO:0045202","ENSMUSG00000029212","Gabrb1","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1 [Source:MGI Symbol;Acc:MGI:95619]","GO"
"GO:0045202","ENSMUSG00000029219","Slc10a4","solute carrier family 10 (sodium/bile acid cotransporter family), member 4 [Source:MGI Symbol;Acc:MGI:3606480]","GO"
"GO:0045202","ENSMUSG00000029236","Nmu","neuromedin U [Source:MGI Symbol;Acc:MGI:1860476]","GO"
"GO:0045202","ENSMUSG00000029309","Sparcl1","SPARC-like 1 [Source:MGI Symbol;Acc:MGI:108110]","GO"
"GO:0045202","ENSMUSG00000029361","Nos1","nitric oxide synthase 1, neuronal [Source:MGI Symbol;Acc:MGI:97360]","GO"
"GO:0045202","ENSMUSG00000029420","Rimbp2","RIMS binding protein 2 [Source:MGI Symbol;Acc:MGI:2443235]","GO"
"GO:0045202","ENSMUSG00000029467","Atp2a2","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:MGI Symbol;Acc:MGI:88110]","GO"
"GO:0045202","ENSMUSG00000029468","P2rx7","purinergic receptor P2X, ligand-gated ion channel, 7 [Source:MGI Symbol;Acc:MGI:1339957]","GO"
"GO:0045202","ENSMUSG00000029470","P2rx4","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]","GO"
"GO:0045202","ENSMUSG00000029503","P2rx2","purinergic receptor P2X, ligand-gated ion channel, 2 [Source:MGI Symbol;Acc:MGI:2665170]","GO"
"GO:0045202","ENSMUSG00000029510","Gpc2","glypican 2 (cerebroglycan) [Source:MGI Symbol;Acc:MGI:1919201]","GO"
"GO:0045202","ENSMUSG00000029518","Rab35","RAB35, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1924657]","GO"
"GO:0045202","ENSMUSG00000029544","Cabp1","calcium binding protein 1 [Source:MGI Symbol;Acc:MGI:1352750]","GO"
"GO:0045202","ENSMUSG00000029580","Actb","actin, beta [Source:MGI Symbol;Acc:MGI:87904]","GO"
"GO:0045202","ENSMUSG00000029608","Rph3a","rabphilin 3A [Source:MGI Symbol;Acc:MGI:102788]","GO"
"GO:0045202","ENSMUSG00000029614","Rpl6","ribosomal protein L6 [Source:MGI Symbol;Acc:MGI:108057]","GO"
"GO:0045202","ENSMUSG00000029636","Wasf3","WAS protein family, member 3 [Source:MGI Symbol;Acc:MGI:2658986]","GO"
"GO:0045202","ENSMUSG00000029684","Wasl","Wiskott-Aldrich syndrome-like (human) [Source:MGI Symbol;Acc:MGI:1920428]","GO"
"GO:0045202","ENSMUSG00000029761","Cald1","caldesmon 1 [Source:MGI Symbol;Acc:MGI:88250]","GO"
"GO:0045202","ENSMUSG00000029763","Exoc4","exocyst complex component 4 [Source:MGI Symbol;Acc:MGI:1096376]","GO"
"GO:0045202","ENSMUSG00000029819","Npy","neuropeptide Y [Source:MGI Symbol;Acc:MGI:97374]","GO"
"GO:0045202","ENSMUSG00000029838","Ptn","pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]","GO"
"GO:0045202","ENSMUSG00000029859","Epha1","Eph receptor A1 [Source:MGI Symbol;Acc:MGI:107381]","GO"
"GO:0045202","ENSMUSG00000030000","Add2","adducin 2 (beta) [Source:MGI Symbol;Acc:MGI:87919]","GO"
"GO:0045202","ENSMUSG00000030092","Cntn6","contactin 6 [Source:MGI Symbol;Acc:MGI:1858223]","GO"
"GO:0045202","ENSMUSG00000030093","Wnt7a","wingless-type MMTV integration site family, member 7A [Source:MGI Symbol;Acc:MGI:98961]","GO"
"GO:0045202","ENSMUSG00000030096","Slc6a6","solute carrier family 6 (neurotransmitter transporter, taurine), member 6 [Source:MGI Symbol;Acc:MGI:98488]","GO"
"GO:0045202","ENSMUSG00000030098","Grip2","glutamate receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:2681173]","GO"
"GO:0045202","ENSMUSG00000030102","Itpr1","inositol 1,4,5-trisphosphate receptor 1 [Source:MGI Symbol;Acc:MGI:96623]","GO"
"GO:0045202","ENSMUSG00000030105","Arl8b","ADP-ribosylation factor-like 8B [Source:MGI Symbol;Acc:MGI:1914416]","GO"
"GO:0045202","ENSMUSG00000030172","Erc1","ELKS/RAB6-interacting/CAST family member 1 [Source:MGI Symbol;Acc:MGI:2151013]","GO"
"GO:0045202","ENSMUSG00000030201","Lrp6","low density lipoprotein receptor-related protein 6 [Source:MGI Symbol;Acc:MGI:1298218]","GO"
"GO:0045202","ENSMUSG00000030207","Fam234b","family with sequence similarity 234, member B [Source:MGI Symbol;Acc:MGI:1921775]","GO"
"GO:0045202","ENSMUSG00000030209","Grin2b","glutamate receptor, ionotropic, NMDA2B (epsilon 2) [Source:MGI Symbol;Acc:MGI:95821]","GO"
"GO:0045202","ENSMUSG00000030223","Ptpro","protein tyrosine phosphatase, receptor type, O [Source:MGI Symbol;Acc:MGI:1097152]","GO"
"GO:0045202","ENSMUSG00000030231","Plekha5","pleckstrin homology domain containing, family A member 5 [Source:MGI Symbol;Acc:MGI:1923802]","GO"
"GO:0045202","ENSMUSG00000030272","Camk1","calcium/calmodulin-dependent protein kinase I [Source:MGI Symbol;Acc:MGI:1098535]","GO"
"GO:0045202","ENSMUSG00000030302","Atp2b2","ATPase, Ca++ transporting, plasma membrane 2 [Source:MGI Symbol;Acc:MGI:105368]","GO"
"GO:0045202","ENSMUSG00000030307","Slc6a11","solute carrier family 6 (neurotransmitter transporter, GABA), member 11 [Source:MGI Symbol;Acc:MGI:95630]","GO"
"GO:0045202","ENSMUSG00000030310","Slc6a1","solute carrier family 6 (neurotransmitter transporter, GABA), member 1 [Source:MGI Symbol;Acc:MGI:95627]","GO"
"GO:0045202","ENSMUSG00000030337","Vamp1","vesicle-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:1313276]","GO"
"GO:0045202","ENSMUSG00000030341","Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1a [Source:MGI Symbol;Acc:MGI:1314884]","GO"
"GO:0045202","ENSMUSG00000030374","Strn4","striatin, calmodulin binding protein 4 [Source:MGI Symbol;Acc:MGI:2142346]","GO"
"GO:0045202","ENSMUSG00000030376","Slc8a2","solute carrier family 8 (sodium/calcium exchanger), member 2 [Source:MGI Symbol;Acc:MGI:107996]","GO"
"GO:0045202","ENSMUSG00000030428","Ttyh1","tweety family member 1 [Source:MGI Symbol;Acc:MGI:1889007]","GO"
"GO:0045202","ENSMUSG00000030447","Cyfip1","cytoplasmic FMR1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1338801]","GO"
"GO:0045202","ENSMUSG00000030465","Psd3","pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215]","GO"
"GO:0045202","ENSMUSG00000030500","Slc17a6","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6 [Source:MGI Symbol;Acc:MGI:2156052]","GO"
"GO:0045202","ENSMUSG00000030519","Apba2","amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:MGI Symbol;Acc:MGI:1261791]","GO"
"GO:0045202","ENSMUSG00000030525","Chrna7","cholinergic receptor, nicotinic, alpha polypeptide 7 [Source:MGI Symbol;Acc:MGI:99779]","GO"
"GO:0045202","ENSMUSG00000030534","Vps33b","vacuolar protein sorting 33B [Source:MGI Symbol;Acc:MGI:2446237]","GO"
"GO:0045202","ENSMUSG00000030539","Sema4b","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:MGI Symbol;Acc:MGI:107559]","GO"
"GO:0045202","ENSMUSG00000030600","Lrfn1","leucine rich repeat and fibronectin type III domain containing 1 [Source:MGI Symbol;Acc:MGI:2136810]","GO"
"GO:0045202","ENSMUSG00000030603","Psmc4","proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:MGI Symbol;Acc:MGI:1346093]","GO"
"GO:0045202","ENSMUSG00000030607","Acan","aggrecan [Source:MGI Symbol;Acc:MGI:99602]","GO"
"GO:0045202","ENSMUSG00000030638","Sh3gl3","SH3-domain GRB2-like 3 [Source:MGI Symbol;Acc:MGI:700011]","GO"
"GO:0045202","ENSMUSG00000030669","Calca","calcitonin/calcitonin-related polypeptide, alpha [Source:MGI Symbol;Acc:MGI:2151253]","GO"
"GO:0045202","ENSMUSG00000030691","Fchsd2","FCH and double SH3 domains 2 [Source:MGI Symbol;Acc:MGI:2448475]","GO"
"GO:0045202","ENSMUSG00000030704","Rab6a","RAB6A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894313]","GO"
"GO:0045202","ENSMUSG00000030707","Coro1a","coronin, actin binding protein 1A [Source:MGI Symbol;Acc:MGI:1345961]","GO"
"GO:0045202","ENSMUSG00000030720","Cln3","ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease) [Source:MGI Symbol;Acc:MGI:107537]","GO"
"GO:0045202","ENSMUSG00000030744","Rps3","ribosomal protein S3 [Source:MGI Symbol;Acc:MGI:1350917]","GO"
"GO:0045202","ENSMUSG00000030761","Myo7a","myosin VIIA [Source:MGI Symbol;Acc:MGI:104510]","GO"
"GO:0045202","ENSMUSG00000030795","Fus","fused in sarcoma [Source:MGI Symbol;Acc:MGI:1353633]","GO"
"GO:0045202","ENSMUSG00000030805","Stx4a","syntaxin 4A (placental) [Source:MGI Symbol;Acc:MGI:893577]","GO"
"GO:0045202","ENSMUSG00000030806","Stx1b","syntaxin 1B [Source:MGI Symbol;Acc:MGI:1930705]","GO"
"GO:0045202","ENSMUSG00000030816","Rnf40","ring finger protein 40 [Source:MGI Symbol;Acc:MGI:2142048]","GO"
"GO:0045202","ENSMUSG00000030844","Rgs10","regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]","GO"
"GO:0045202","ENSMUSG00000030854","Ptpn5","protein tyrosine phosphatase, non-receptor type 5 [Source:MGI Symbol;Acc:MGI:97807]","GO"
"GO:0045202","ENSMUSG00000030890","Ilk","integrin linked kinase [Source:MGI Symbol;Acc:MGI:1195267]","GO"
"GO:0045202","ENSMUSG00000030970","Ctbp2","C-terminal binding protein 2 [Source:MGI Symbol;Acc:MGI:1201686]","GO"
"GO:0045202","ENSMUSG00000031007","Atp6ap2","ATPase, H+ transporting, lysosomal accessory protein 2 [Source:MGI Symbol;Acc:MGI:1917745]","GO"
"GO:0045202","ENSMUSG00000031012","Cask","calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:MGI Symbol;Acc:MGI:1309489]","GO"
"GO:0045202","ENSMUSG00000031065","Cdk16","cyclin-dependent kinase 16 [Source:MGI Symbol;Acc:MGI:97516]","GO"
"GO:0045202","ENSMUSG00000031078","Cttn","cortactin [Source:MGI Symbol;Acc:MGI:99695]","GO"
"GO:0045202","ENSMUSG00000031098","Syt8","synaptotagmin VIII [Source:MGI Symbol;Acc:MGI:1859867]","GO"
"GO:0045202","ENSMUSG00000031119","Gpc4","glypican 4 [Source:MGI Symbol;Acc:MGI:104902]","GO"
"GO:0045202","ENSMUSG00000031144","Syp","synaptophysin [Source:MGI Symbol;Acc:MGI:98467]","GO"
"GO:0045202","ENSMUSG00000031153","Gripap1","GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]","GO"
"GO:0045202","ENSMUSG00000031169","Porcn","porcupine O-acyltransferase [Source:MGI Symbol;Acc:MGI:1890212]","GO"
"GO:0045202","ENSMUSG00000031214","Ophn1","oligophrenin 1 [Source:MGI Symbol;Acc:MGI:2151070]","GO"
"GO:0045202","ENSMUSG00000031217","Efnb1","ephrin B1 [Source:MGI Symbol;Acc:MGI:102708]","GO"
"GO:0045202","ENSMUSG00000031227","Magee1","melanoma antigen, family E, 1 [Source:MGI Symbol;Acc:MGI:2148149]","GO"
"GO:0045202","ENSMUSG00000031253","Srpx2","sushi-repeat-containing protein, X-linked 2 [Source:MGI Symbol;Acc:MGI:1916042]","GO"
"GO:0045202","ENSMUSG00000031274","Col4a5","collagen, type IV, alpha 5 [Source:MGI Symbol;Acc:MGI:88456]","GO"
"GO:0045202","ENSMUSG00000031284","Pak3","p21 (RAC1) activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]","GO"
"GO:0045202","ENSMUSG00000031292","Cdkl5","cyclin-dependent kinase-like 5 [Source:MGI Symbol;Acc:MGI:1278336]","GO"
"GO:0045202","ENSMUSG00000031293","Rs1","retinoschisis (X-linked, juvenile) 1 (human) [Source:MGI Symbol;Acc:MGI:1336189]","GO"
"GO:0045202","ENSMUSG00000031302","Nlgn3","neuroligin 3 [Source:MGI Symbol;Acc:MGI:2444609]","GO"
"GO:0045202","ENSMUSG00000031320","Rps4x","ribosomal protein S4, X-linked [Source:MGI Symbol;Acc:MGI:98158]","GO"
"GO:0045202","ENSMUSG00000031328","Flna","filamin, alpha [Source:MGI Symbol;Acc:MGI:95556]","GO"
"GO:0045202","ENSMUSG00000031340","Gabre","gamma-aminobutyric acid (GABA) A receptor, subunit epsilon [Source:MGI Symbol;Acc:MGI:1330235]","GO"
"GO:0045202","ENSMUSG00000031343","Gabra3","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]","GO"
"GO:0045202","ENSMUSG00000031344","Gabrq","gamma-aminobutyric acid (GABA) A receptor, subunit theta [Source:MGI Symbol;Acc:MGI:1888498]","GO"
"GO:0045202","ENSMUSG00000031357","Syap1","synapse associated protein 1 [Source:MGI Symbol;Acc:MGI:1914293]","GO"
"GO:0045202","ENSMUSG00000031367","Ap1s2","adaptor-related protein complex 1, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1889383]","GO"
"GO:0045202","ENSMUSG00000031376","Atp2b3","ATPase, Ca++ transporting, plasma membrane 3 [Source:MGI Symbol;Acc:MGI:1347353]","GO"
"GO:0045202","ENSMUSG00000031393","Mecp2","methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]","GO"
"GO:0045202","ENSMUSG00000031447","Lamp1","lysosomal-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:96745]","GO"
"GO:0045202","ENSMUSG00000031490","Eif4ebp1","eukaryotic translation initiation factor 4E binding protein 1 [Source:MGI Symbol;Acc:MGI:103267]","GO"
"GO:0045202","ENSMUSG00000031491","Chrna6","cholinergic receptor, nicotinic, alpha polypeptide 6 [Source:MGI Symbol;Acc:MGI:106213]","GO"
"GO:0045202","ENSMUSG00000031492","Chrnb3","cholinergic receptor, nicotinic, beta polypeptide 3 [Source:MGI Symbol;Acc:MGI:106212]","GO"
"GO:0045202","ENSMUSG00000031511","Arhgef7","Rho guanine nucleotide exchange factor (GEF7) [Source:MGI Symbol;Acc:MGI:1860493]","GO"
"GO:0045202","ENSMUSG00000031517","Gpm6a","glycoprotein m6a [Source:MGI Symbol;Acc:MGI:107671]","GO"
